0,9,6
8,1,6
16,11,6
24,3,6
32,3,6
40,2,6
48,12,6
56,2,6
64,1,6
72,4,6
80,7,6
88,6,6
96,3,6
104,6,6
112,8,6
120,10,6
128,8,6
136,12,6
144,1,6
152,5,6
160,7,6
168,10,6
176,12,6
184,8,6
192,9,6
200,7,6
208,11,6
216,2,6
224,10,6
232,3,6
240,8,6
248,3,6
256,9,6
264,8,6
272,1,6
280,12,6
288,10,6
296,10,6
304,4,6
312,4,6
320,1,6
328,8,6
336,7,6
344,2,6
352,6,6
360,1,6
368,2,6
376,3,6
384,7,6
392,7,6
400,12,6
408,3,6
416,12,6
424,7,6
432,4,6
440,12,6
448,11,6
456,12,6
464,5,6
472,2,6
480,9,6
488,9,6
496,11,6
504,11,6
512,9,6
520,3,6
528,5,6
536,1,6
544,6,6
552,11,6
560,6,6
568,6,6
576,7,6
584,9,6
592,4,6
600,8,6
608,5,6
616,10,6
624,6,6
632,4,6
640,6,6
648,5,6
656,5,6
664,9,6
672,5,6
680,4,6
688,11,6
696,1,6
704,10,6
712,2,6
720,2,6
728,4,6
736,5,6
744,8,6
752,11,6
760,10,6
