0,9,6
8,6,6
16,5,6
24,7,6
32,8,6
40,7,6
48,4,6
56,8,6
64,6,6
72,7,6
80,12,6
88,3,6
96,8,6
104,4,6
112,12,6
120,6,6
128,2,6
136,6,6
144,8,6
152,12,6
160,12,6
168,4,6
176,6,6
184,4,6
192,2,6
200,9,6
208,12,6
216,8,6
224,9,6
232,8,6
240,11,6
248,9,6
256,1,6
264,1,6
272,8,6
280,10,6
288,12,6
296,10,6
304,8,6
312,1,6
320,3,6
328,3,6
336,11,6
344,1,6
352,5,6
360,12,6
368,2,6
376,10,6
384,9,6
392,9,6
400,3,6
408,5,6
416,11,6
424,6,6
432,3,6
440,9,6
448,11,6
456,12,6
464,1,6
472,11,6
480,4,6
488,3,6
496,4,6
504,7,6
512,6,6
520,6,6
528,10,6
536,11,6
544,11,6
552,2,6
560,7,6
568,10,6
576,7,6
584,11,6
592,5,6
600,4,6
608,1,6
616,9,6
624,10,6
632,3,6
640,2,6
648,5,6
656,2,6
664,4,6
672,5,6
680,10,6
688,5,6
696,3,6
704,1,6
712,10,6
720,2,6
728,2,6
736,1,6
744,7,6
752,7,6
760,5,6
