"","X1","X2","X3","X4","X5"
"1",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.120706393284093,-0.120792079175891
"2",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12070638423688,-0.120792079175891
"3",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12070612227666,-0.120792079175891
"4",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12070432231946,-0.120792079175891
"5",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12069745912306,-0.120792079175891
"6",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12067850747206,-0.120792079175891
"7",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12063583735606,-0.120792079175891
"8",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12055238697506,-0.120792079175891
"9",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12040516975506,-0.120792079175891
"10",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.12016512524506,-0.120792079175891
"11",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11979729301506,-0.120792079175891
"12",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11926126960506,-0.120792079175891
"13",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11851189820506,-0.120792079175891
"14",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11750013660506,-0.120792079175891
"15",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11617404920506,-0.120792079175891
"16",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11447987200506,-0.120792079175891
"17",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.11236310530506,-0.120792079175891
"18",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.10976959340506,-0.120792079175891
"19",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.10664655940506,-0.120792079175891
"20",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.10294356760506,-0.120792079175891
"21",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0986133944050596,-0.120792079175891
"22",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0936127922050596,-0.120792079175891
"23",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0879031383050596,-0.120792079175891
"24",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0814509638050596,-0.120792079175891
"25",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0742283620050596,-0.120792079175891
"26",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0662132788050596,-0.120792079175891
"27",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0573896902050596,-0.120792079175891
"28",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0477476743050596,-0.120792079175891
"29",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0372833863050596,-0.120792079175891
"30",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0259989473050596,-0.120792079175891
"31",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.0139022533050596,-0.120792079175891
"32",-0.120792079175891,-0.120792079175891,-0.121243739898317,-0.00100672030505963,-0.120792079175891
"33",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0126690266949404,-0.120792079175891
"34",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0271015126949403,-0.120792079175891
"35",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0422628056949403,-0.120792079175891
"36",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0581209356949403,-0.120792079175891
"37",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0746403326949403,-0.120792079175891
"38",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.0917822776949403,-0.120792079175891
"39",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.10950535169494,-0.120792079175891
"40",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.12776588269494,-0.120792079175891
"41",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.14651838869494,-0.120792079175891
"42",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.16571600269494,-0.120792079175891
"43",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.18531087969494,-0.120792079175891
"44",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.20525458769494,-0.120792079175891
"45",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.22549847269494,-0.120792079175891
"46",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.24599399769494,-0.120792079175891
"47",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.26669305769494,-0.120792079175891
"48",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.28754826669494,-0.120792079175891
"49",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.30851321569494,-0.120792079175891
"50",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.32954270369494,-0.120792079175891
"51",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.35059294169494,-0.120792079175891
"52",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.37162172769494,-0.120792079175891
"53",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.39258859969494,-0.120792079175891
"54",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.41345495869494,-0.120792079175891
"55",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.43418417069494,-0.120792079175891
"56",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.45474164569494,-0.120792079175891
"57",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.47509489669494,-0.120792079175891
"58",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.49521357569494,-0.120792079175891
"59",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.51506949469494,-0.120792079175891
"60",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.53463662969494,-0.120792079175891
"61",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.55389110969494,-0.120792079175891
"62",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.572811182647727,-0.120792079175891
"63",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.591376951687507,-0.120792079175891
"64",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.609569523730307,-0.120792079175891
"65",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.627369751533907,-0.120792079175891
"66",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.644756910882907,-0.120792079175891
"67",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.661707526766907,-0.120792079175891
"68",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.678194468385907,-0.120792079175891
"69",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.694186375165907,-0.120792079175891
"70",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.709647424655907,-0.120792079175891
"71",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.724537421425907,-0.120792079175891
"72",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.738812166015907,-0.120792079175891
"73",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.752424054615907,-0.120792079175891
"74",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.765322860015907,-0.120792079175891
"75",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.777456636615907,-0.120792079175891
"76",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.788772698415907,-0.120792079175891
"77",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.799218626715907,-0.120792079175891
"78",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.808743265815907,-0.120792079175891
"79",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.817297678815907,-0.120792079175891
"80",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.824836032015907,-0.120792079175891
"81",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.831316390815907,-0.120792079175891
"82",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.836701412615907,-0.120792079175891
"83",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.840958927515907,-0.120792079175891
"84",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.844062400815907,-0.120792079175891
"85",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.845991281815907,-0.120792079175891
"86",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.846731235815907,-0.120792079175891
"87",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.846274267615907,-0.120792079175891
"88",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.844618742615908,-0.120792079175891
"89",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.841769314915907,-0.120792079175891
"90",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.837736772315907,-0.120792079175891
"91",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.832537805115907,-0.120792079175891
"92",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.826194714115908,-0.120792079175891
"93",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.818735065615908,-0.120792079175891
"94",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.810191301815908,-0.120792079175891
"95",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.800600319615908,-0.120792079175891
"96",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.790003026615908,-0.120792079175891
"97",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.778443880615908,-0.120792079175891
"98",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.765970418715908,-0.120792079175891
"99",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.752632790515908,-0.120792079175891
"100",-0.120792079175891,-0.120792079175891,-0.121243739898317,0.738483295715908,-0.120792079175891
"101",-0.120792079175891,-0.120792070128678,-0.121243739898317,0.723575927715908,-0.120792079175891
"102",-0.120792079175891,-0.120791808168458,-0.121243739898317,0.707965937315908,-0.120792079175891
"103",-0.120792079175891,-0.120790008211258,-0.121243739898317,0.691709415915908,-0.120792079175891
"104",-0.120792079175891,-0.120783145014858,-0.121243739898317,0.674862896415908,-0.120792079175891
"105",-0.120792079175891,-0.120764193363858,-0.121243739898317,0.657482981715907,-0.120792079175891
"106",-0.120792079175891,-0.120721523247858,-0.121243739898317,0.639626000615907,-0.120792079175891
"107",-0.120792079175891,-0.120638072866858,-0.121243739898317,0.621347689015907,-0.120792079175891
"108",-0.120792079175891,-0.120490855646858,-0.121243739898317,0.602702899715907,-0.120792079175891
"109",-0.120792079175891,-0.120250811136858,-0.121243739898317,0.583745343115907,-0.120792079175891
"110",-0.120792079175891,-0.119882978906858,-0.121243739898317,0.564527355015907,-0.120792079175891
"111",-0.120792079175891,-0.119346955496858,-0.121243739898317,0.545099692715908,-0.120792079175891
"112",-0.120792079175891,-0.118597584096858,-0.121243739898317,0.525511360615908,-0.120792079175891
"113",-0.120792079175891,-0.117585822496858,-0.121243739898317,0.505809458215908,-0.120792079175891
"114",-0.120792079175891,-0.116259735096858,-0.121243739898317,0.486039059315907,-0.120792079175891
"115",-0.120792079175891,-0.114565557896858,-0.121243739898317,0.466243111865907,-0.120792079175891
"116",-0.120792079175891,-0.112448791196858,-0.121243739898317,0.446462361715907,-0.120792079175891
"117",-0.120792079175891,-0.109855279296858,-0.121243739898317,0.426735296465907,-0.120792079175891
"118",-0.120792079175891,-0.106732245296858,-0.121243739898317,0.407098112605907,-0.120792079175891
"119",-0.120792079175891,-0.103029253496858,-0.121243739898317,0.387584697845908,-0.120792079175891
"120",-0.120792079175891,-0.0986990802968578,-0.121243739898317,0.368226630585908,-0.120792079175891
"121",-0.120792079175891,-0.0936984780968578,-0.121243739898317,0.349053194428908,-0.120792079175891
"122",-0.120792079175891,-0.0879888241968578,-0.121243739898317,0.330091406831908,-0.120792079175891
"123",-0.120792079175891,-0.0815366496968578,-0.121243739898317,0.311366060701908,-0.120792079175891
"124",-0.120792079175891,-0.0743140478968578,-0.121243739898317,0.292899772981908,-0.120792079175891
"125",-0.120792079175891,-0.0662989646968578,-0.121243739898317,0.274713047251908,-0.120792079175891
