0,12,6
8,5,6
16,5,6
24,7,6
32,12,6
40,10,6
48,8,6
56,6,6
64,1,6
72,2,6
80,2,6
88,11,6
96,11,6
104,6,6
112,2,6
120,8,6
128,8,6
136,4,6
144,1,6
152,3,6
160,12,6
168,2,6
176,7,6
184,4,6
192,12,6
200,8,6
208,9,6
216,11,6
224,7,6
232,2,6
240,5,6
248,2,6
256,4,6
264,8,6
272,2,6
280,6,6
288,10,6
296,3,6
304,1,6
312,9,6
320,3,6
328,3,6
336,10,6
344,11,6
352,5,6
360,12,6
368,1,6
376,8,6
384,12,6
392,3,6
400,7,6
408,7,6
416,9,6
424,8,6
432,11,6
440,10,6
448,9,6
456,12,6
464,12,6
472,6,6
480,3,6
488,9,6
496,2,6
504,10,6
512,4,6
520,10,6
528,10,6
536,6,6
544,11,6
552,4,6
560,11,6
568,3,6
576,5,6
584,6,6
592,8,6
600,1,6
608,10,6
616,1,6
624,5,6
632,9,6
640,7,6
648,6,6
656,9,6
664,6,6
672,7,6
680,1,6
688,11,6
696,9,6
704,4,6
712,4,6
720,3,6
728,4,6
736,5,6
744,1,6
752,7,6
760,5,6
