0,12,6
8,7,6
16,8,6
24,7,6
32,2,6
40,8,6
48,10,6
56,5,6
64,10,6
72,9,6
80,7,6
88,12,6
96,9,6
104,6,6
112,2,6
120,6,6
128,6,6
136,10,6
144,6,6
152,12,6
160,1,6
168,8,6
176,3,6
184,5,6
192,4,6
200,7,6
208,10,6
216,12,6
224,5,6
232,6,6
240,5,6
248,2,6
256,1,6
264,9,6
272,5,6
280,11,6
288,10,6
296,4,6
304,11,6
312,7,6
320,7,6
328,11,6
336,3,6
344,4,6
352,6,6
360,1,6
368,4,6
376,3,6
384,10,6
392,10,6
400,8,6
408,5,6
416,1,6
424,6,6
432,11,6
440,9,6
448,9,6
456,8,6
464,6,6
472,3,6
480,11,6
488,12,6
496,2,6
504,5,6
512,8,6
520,4,6
528,2,6
536,9,6
544,2,6
552,3,6
560,3,6
568,8,6
576,1,6
584,5,6
592,12,6
600,11,6
608,1,6
616,2,6
624,2,6
632,4,6
640,12,6
648,4,6
656,1,6
664,10,6
672,1,6
680,7,6
688,4,6
696,9,6
704,11,6
712,11,6
720,8,6
728,9,6
736,3,6
744,12,6
752,3,6
760,7,6
