0,11,6
8,6,6
16,12,6
24,6,6
32,6,6
40,10,6
48,8,6
56,12,6
64,1,6
72,12,6
80,5,6
88,10,6
96,3,6
104,7,6
112,10,6
120,12,6
128,9,6
136,3,6
144,8,6
152,6,6
160,3,6
168,2,6
176,11,6
184,1,6
192,3,6
200,4,6
208,11,6
216,10,6
224,10,6
232,7,6
240,4,6
248,9,6
256,12,6
264,4,6
272,5,6
280,4,6
288,6,6
296,1,6
304,8,6
312,11,6
320,9,6
328,9,6
336,6,6
344,8,6
352,1,6
360,1,6
368,6,6
376,7,6
384,12,6
392,10,6
400,2,6
408,3,6
416,9,6
424,10,6
432,4,6
440,4,6
448,3,6
456,5,6
464,1,6
472,5,6
480,3,6
488,3,6
496,6,6
504,11,6
512,4,6
520,12,6
528,2,6
536,1,6
544,2,6
552,9,6
560,11,6
568,12,6
576,7,6
584,7,6
592,2,6
600,7,6
608,5,6
616,11,6
624,2,6
632,8,6
640,9,6
648,1,6
656,4,6
664,2,6
672,2,6
680,5,6
688,5,6
696,7,6
704,11,6
712,8,6
720,7,6
728,9,6
736,8,6
744,10,6
752,5,6
760,8,6
