0,11,6
8,10,6
16,7,6
24,8,6
32,5,6
40,4,6
48,4,6
56,10,6
64,3,6
72,10,6
80,11,6
88,6,6
96,5,6
104,7,6
112,12,6
120,9,6
128,5,6
136,6,6
144,11,6
152,5,6
160,12,6
168,3,6
176,9,6
184,10,6
192,6,6
200,8,6
208,1,6
216,6,6
224,7,6
232,6,6
240,9,6
248,4,6
256,1,6
264,1,6
272,7,6
280,4,6
288,8,6
296,7,6
304,5,6
312,10,6
320,10,6
328,4,6
336,2,6
344,11,6
352,3,6
360,5,6
368,5,6
376,1,6
384,4,6
392,5,6
400,8,6
408,4,6
416,6,6
424,10,6
432,12,6
440,11,6
448,1,6
456,12,6
464,4,6
472,3,6
480,2,6
488,12,6
496,6,6
504,1,6
512,11,6
520,7,6
528,10,6
536,2,6
544,3,6
552,11,6
560,2,6
568,6,6
576,12,6
584,2,6
592,7,6
600,9,6
608,12,6
616,8,6
624,3,6
632,7,6
640,11,6
648,9,6
656,8,6
664,2,6
672,2,6
680,8,6
688,12,6
696,1,6
704,8,6
712,9,6
720,2,6
728,1,6
736,9,6
744,9,6
752,3,6
760,3,6
